"x1","x2","x3","e","year","enhet","lat","lon","y"
1.63582933239351,0.468962062705385,-0.316072563540161,-0.0559815249384136,2000,1,95.9711708128452,47.415178688243,320.790374107155
1.57341579772528,0.591110922677495,-0.364024606108009,-0.0106605939568863,2000,2,47.7911879075691,34.3203257070854,320.731384884593
1.48773682552132,0.59980797525598,-0.152311942441703,-0.00349651271439902,2000,3,97.6815494010225,21.7480288352817,320.781820901353
1.52426544221094,0.470889225523896,-0.882475371502991,-0.10744482302873,2000,4,14.6026080474257,30.3381785284728,320.37703653311
1.50397322034891,0.485884173200201,-0.650013117461872,-0.234136374939194,2000,5,62.8191802883521,91.9262885814533,320.347873068614
1.60055413745212,0.653152234261981,-0.760026463962723,-0.158525029726565,2000,6,98.2323595322669,27.8271773364395,320.38590396423
1.5983594541791,0.678684605999239,-1.44670361865018,0.110325319289083,2000,7,73.5383318737149,73.114794655703,320.30221974609
1.56424103257755,0.878306903395764,-1.17394373836885,0.0103493283630316,2000,8,50.1545201754197,71.9116906402633,320.254854110964
1.46187458585119,0.379167409962496,-1.16064466982556,0.061234031026853,2000,9,88.3904631016776,21.9681598711759,320.390473683221
1.41468028794955,0.634643682888602,-0.87587011880872,0.139702038188407,2000,10,53.1404537614435,7.44562151376158,320.501650075482
1.40274756834783,0.51029932653613,-0.860527792231818,0.272938111641755,2000,11,37.1909093810245,40.0615366408601,320.671507715408
1.45162346660992,0.322475198404088,0.0535840275011303,-0.0871199666944367,2000,12,14.1212771879509,86.5915833506733,320.859065914162
1.46594347734761,0.681123051062127,-1.36709366146636,-0.0549411589046179,2000,13,51.6807824373245,87.8281762823462,320.083335529187
1.46975742880276,0.312958182765971,-0.385438572423173,0.205003384453576,2000,14,0.731477933004498,86.6941042710096,320.947226843574
1.45078032523789,0.520924508250451,-1.47608346805096,-0.101807699902884,2000,15,90.1271484093741,93.8296780223027,320.019419441263
1.37430782013473,0.496778275661537,-1.06271485307792,-0.0267959509476867,2000,16,2.97357367817312,32.8274673782289,320.254828613909
1.49312825431745,0.476370101217629,-0.739880225331098,-0.0322679582055293,2000,17,3.22246968280524,92.4171297578141,320.500070676786
1.59748196913034,0.425430117844416,-1.19585554579609,0.0514393224333073,2000,18,95.5275127198547,55.7607329916209,320.444119892573
1.35596371719187,0.617269278153093,-0.526211268396144,0.0257551631674783,2000,19,25.3357683774084,44.4613703293726,320.526643347558
1.4946874133354,0.305514849242928,-1.36427844608385,-0.162312628123505,2000,20,11.2015685532242,87.5135535141453,320.110174883396
1.49316393907171,0.578487532803099,-0.247632130427972,0.137739740397416,2000,21,38.735871645622,22.5068797590211,320.885592172693
1.41207756163989,0.331789847240973,-1.51460984984688,-0.11367736190891,2000,22,43.4639282291755,3.71283043641597,320.017935052143
