"x1","x2","x3","e","year","enhet","lat","lon","y"
6.54053206636426,2.23395638468573,-0.452879276914918,-0.060836242099542,2000,1,32.9389004502445,60.3093793150038,323.620909650492
6.6786049021059,2.30860021351041,-0.827383592427339,0.424887573116207,2000,2,38.8518505264074,4.78771603666246,323.993639144324
6.05745157653769,1.94073757598412,-0.898349699350356,0.251535281862544,2000,3,85.2003537351266,13.0828145192936,323.460355262969
6.10406715477459,3.00781507921615,-0.927387944452684,1.05254070451853,2000,4,49.2789656622335,53.5375030711293,323.95934921687
6.62438924020096,3.79637833050963,-1.05321969032026,-1.2608185163758,2000,5,52.7010608930141,32.5983055401593,321.710730607452
6.33026229147463,4.17653997974703,-0.918291810776292,1.02854082282035,2000,6,49.1409515263513,54.271728079766,323.74761652754
6.22716375689133,2.96253305985992,-1.19387820419427,0.0304406162929184,2000,7,4.54340039286762,70.1222125440836,322.903756226062
6.49586216054482,3.37191077198762,-1.00333061078681,-0.984743509719563,2000,8,43.1358009343967,18.8763552810997,322.049121465672
6.11842005530363,3.77450536330028,-1.16602590274789,0.498843497387391,2000,9,91.1483657546341,5.58096335735172,323.066372975736
6.72875428397446,3.88078996627178,-1.43689753928691,0.302895859969823,2000,10,16.2509589688852,87.4732800526544,323.130338099227
6.84295874337846,1.65574227215911,-0.891207007520722,0.0731386128238028,2000,11,49.3453386472538,44.5924237836152,323.920883547781
6.28359487359161,1.99696619346454,-0.849402720979618,0.851578454533572,2000,12,96.6944753425196,84.8930164938793,324.226303647518
6.56683885497164,3.77971267122488,0.380465580461093,0.0948194297201928,2000,13,1.68718453496695,16.9092261698097,323.747925617063
6.6933097494898,3.80553225731993,-0.195229938833735,-0.117831968223405,2000,14,67.780336481519,73.1825878843665,323.328210209807
6.28323006883609,2.60496725374083,-0.775252190665909,-0.041753935109096,2000,15,98.2819256139919,10.4596856283024,323.187390841621
6.49615732714488,2.40399362384784,-1.29226802957553,-1.62609588132999,2000,16,67.2931342152879,48.9027700852603,321.553882145729
6.56862823945091,1.16431633346179,-1.8998116037159,-1.22253813273258,2000,17,78.8099545054138,40.7506094779819,322.076300932987
6.3941144696866,2.36663177910632,-0.751982261858872,-0.683454978584409,2000,18,27.276677149348,61.3679797155783,322.706444485535
6.60954189970498,2.13815297613566,-1.80006958329288,-0.329448846867191,2000,19,70.2089780475944,53.4264642978087,322.755749798439
6.72629940326303,1.4380755457848,-0.625939354781357,-0.3305182445723,2000,20,31.2225949484855,60.7733667828143,323.633498996586
6.071214889592,2.93178153660022,-0.884254190936593,-0.66924331965194,2000,21,77.6875168317929,22.7746336720884,322.258945546614
6.58854042678531,3.28743394849822,0.175260149238109,-0.163221922861948,2000,22,88.3308375487104,71.3982795365155,323.550156265957
6.61861383943296,3.76552817065151,-0.969731113624263,-1.0990462276311,2000,23,78.0967998085544,72.6830636849627,321.919459451964
6.44605964584413,2.09971080543737,-0.618995804905706,-0.428006744832989,2000,24,28.628604603,58.7249727686867,323.144823863174
6.97607435252014,1.82703740885607,-0.229502320138192,0.898818014067307,2000,25,45.0576639967039,35.2380263386294,325.119207678106
6.35977027364924,2.37935524956495,-0.519462306877509,-0.746004580839857,2000,26,11.7519967025146,94.3944846978411,322.732296882406
